Utterance,Speaker,Dialogue_ID,Start_Time,End_Time,Wav_Path,Video_Path,Emotion
We didn't see them the year before either.,Ses01M_script02_1_F023,Ses01M_script02_1,319.61,321.82,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F023.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,ang
"Come on, trust me I got instincts for these things, okay?  So just--just think about it all right?  Okay, I know you're not interested, think about it...",Ses01M_script02_1_M039,Ses01M_script02_1,326.882,338.75,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M039.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,neu
"Out there, there's like this big mass of silver fish they're heading this way...",Ses01M_script02_1_M040,Ses01M_script02_1,338.9269,347.0862,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M040.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,exc
"They don't know why, we don't know why.  No one like sent them an invitation or gave them a map or direction...",Ses01M_script02_1_M041,Ses01M_script02_1,347.115,355.96,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M041.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,exc
They just all turned at once and they just form this line as long as the California coast.  And they just started swimming...,Ses01M_script02_1_M042,Ses01M_script02_1,356.01,367.214,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M042.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,exc
Like some little time release fire cracker went off inside their little tiny bodies.  And they all turned as one...,Ses01M_script02_1_M043,Ses01M_script02_1,367.32,375.7175,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M043.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,exc
"And form the line and started swimming, swimming that would bring them to this point here...",Ses01M_script02_1_M044,Ses01M_script02_1,375.8875,383.54,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M044.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,exc
It's like urgency that's pure urge you know.  It's single-mindedness with no mind.,Ses01M_script02_1_M045,Ses01M_script02_1,383.78,391.47,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M045.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,exc
"It's crazy.  Look at this, I'm giving myself goose bumps, the hairs are standing up on my arm.",Ses01M_script02_1_M046,Ses01M_script02_1,393.63,401.8275,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M046.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_1.avi,exc
...to this spot for this massive celebration of like sex and death...,Ses01M_script02_2_M001,Ses01M_script02_2,6.89,15.1948,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M001.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,exc
"Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.",Ses01M_script02_2_M002,Ses01M_script02_2,15.9987,21.26,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M002.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,exc
That's the wind.,Ses01M_script02_2_F000,Ses01M_script02_2,21.0588,23.3952,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F000.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
"Well, so?  What do you think?",Ses01M_script02_2_M003,Ses01M_script02_2,23.48,27.71,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M003.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,exc
I think it's ridiculous.,Ses01M_script02_2_F002,Ses01M_script02_2,31.34,34.32,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F002.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
It's a PR.,Ses01M_script02_2_F003,Ses01M_script02_2,40.72,43.2,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F003.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"It's not just me, okay?  Look at like all the people.",Ses01M_script02_2_M006,Ses01M_script02_2,48.961000000000006,52.06,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M006.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
They're all told the same thing.,Ses01M_script02_2_F005,Ses01M_script02_2,51.57,53.81,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F005.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"Everybody is believes that it keeps them excited, you know it keeps them coming back for more.",Ses01M_script02_2_F006,Ses01M_script02_2,53.86,60.2968,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F006.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"Everybody keeps thinking that they can just find the right spot, you know they'll get it on the action.",Ses01M_script02_2_F007,Ses01M_script02_2,60.36,65.64,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F007.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
Their life will start then.,Ses01M_script02_2_F008,Ses01M_script02_2,65.69,68.7785,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F008.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
I'm sorry it still just fish to me.,Ses01M_script02_2_F009,Ses01M_script02_2,73.04,76.81,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F009.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
Can I ask you a question?  Are you on your period?,Ses01M_script02_2_M008,Ses01M_script02_2,79.84,84.93,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M008.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
"Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",Ses01M_script02_2_F010,Ses01M_script02_2,84.355,91.7025,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F010.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"I just, we just have different ideas of what this evening is supposed to look like.",Ses01M_script02_2_F011,Ses01M_script02_2,93.13,98.07,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F011.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.",Ses01M_script02_2_M010,Ses01M_script02_2,97.97,104.61,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M010.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"Oh. Grow up Augie, the fish are not going to come.",Ses01M_script02_2_F012,Ses01M_script02_2,104.1425,109.02,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F012.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
Why not?,Ses01M_script02_2_M012,Ses01M_script02_2,108.3575,109.8025,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M012.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"Because they never do.  Do they, have they ever?",Ses01M_script02_2_F013,Ses01M_script02_2,109.27,113.8,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F013.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
We missed them twice.,Ses01M_script02_2_M013,Ses01M_script02_2,114.1,116.52,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M013.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
Twice is every year we've tried that's ever.,Ses01M_script02_2_F014,Ses01M_script02_2,116.13,119.38,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F014.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"Okay we'll see them this year, this is a much better spot. Trust me.",Ses01M_script02_2_M014,Ses01M_script02_2,118.7775,123.125,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M014.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
No we won't.  It's pointless it's like a waiting up to see Santa Claus.,Ses01M_script02_2_F015,Ses01M_script02_2,121.2775,125.9375,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F015.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",Ses01M_script02_2_F016,Ses01M_script02_2,126.0225,137.51,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F016.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"Okay, I'm trying to work this backwards",Ses01M_script02_2_M015,Ses01M_script02_2,137.4365,140.3043,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M015.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
You don't understand anything I'm saying.,Ses01M_script02_2_F017,Ses01M_script02_2,141.9575,145.1545,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F017.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
and figure out where we took a turn to the worst thing.,Ses01M_script02_2_M016,Ses01M_script02_2,140.3043,143.4071,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M016.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
Of course not.,Ses01M_script02_2_M017,Ses01M_script02_2,144.5525,147.0975,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M017.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.",Ses01M_script02_2_M018,Ses01M_script02_2,158.02,166.1675,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M018.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",Ses01M_script02_2_M019,Ses01M_script02_2,166.36,174.7925,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M019.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",Ses01M_script02_2_M020,Ses01M_script02_2,174.885,184.7175,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M020.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
So I'm putting the animals out we're getting the car to the garage and--,Ses01M_script02_2_M021,Ses01M_script02_2,184.83,189.5425,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M021.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
Do you remember the first year we came here? It's about four years ago right after we got married.,Ses01M_script02_2_F019,Ses01M_script02_2,189.07,197.91,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F019.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",Ses01M_script02_2_F022,Ses01M_script02_2,222.6559,232.4642,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F022.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
"Wait a minute, I've got it.",Ses01M_script02_2_M022,Ses01M_script02_2,232.3838,235.85,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M022.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
"It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?",Ses01M_script02_2_M023,Ses01M_script02_2,241.59,255.455,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M023.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
I'd rather not remember some things.  I'd rather not hope for some things.,Ses01M_script02_2_F024,Ses01M_script02_2,258.56,265.2255,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F024.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
"Oh right sure, of course.",Ses01M_script02_2_M025,Ses01M_script02_2,265.38,269.6874,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M025.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
No.,Ses01M_script02_2_F025,Ses01M_script02_2,273.3052,275.4759,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F025.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
You want me to go get some champagne?,Ses01M_script02_2_M027,Ses01M_script02_2,274.91,277.72,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M027.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
No.,Ses01M_script02_2_F026,Ses01M_script02_2,276.66,278.5712,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F026.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
Do you want to take off our shoes?,Ses01M_script02_2_M028,Ses01M_script02_2,279.5359,282.4301,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M028.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
What? Huh?,Ses01M_script02_2_M029,Ses01M_script02_2,283.5959,288.0578,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M029.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
You want to get married again?,Ses01M_script02_2_M030,Ses01M_script02_2,289.3844,293.8865,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M030.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
What?  What?  You want to divorce?,Ses01M_script02_2_M031,Ses01M_script02_2,294.0375,299.4,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M031.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
No.,Ses01M_script02_2_F028,Ses01M_script02_2,298.46,300.34,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F028.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
A vacation?,Ses01M_script02_2_M032,Ses01M_script02_2,299.95,301.69,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M032.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
No.,Ses01M_script02_2_F029,Ses01M_script02_2,301.03,302.5,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F029.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?",Ses01M_script02_2_M033,Ses01M_script02_2,301.98,308.74,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M033.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
I want something to turn out the way that it's supposed to.,Ses01M_script02_2_F030,Ses01M_script02_2,307.74,311.3225,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F030.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"Well, welcome to the human race.",Ses01M_script02_2_M034,Ses01M_script02_2,310.3372,312.7253,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M034.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,fru
You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.,Ses01M_script02_2_M035,Ses01M_script02_2,312.7253,327.0096,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M035.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",Ses01M_script02_2_M037,Ses01M_script02_2,337.3025,352.1575,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M037.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
No.  You know what you get?  You know what you get?  You get this.,Ses01M_script02_2_M038,Ses01M_script02_2,352.7475,359.8914,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M038.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
This what?  What is this?  This isn't even anything.,Ses01M_script02_2_F031,Ses01M_script02_2,359.5296,364.6775,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F031.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
"Yeah, it is.",Ses01M_script02_2_M039,Ses01M_script02_2,364.565,365.95,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M039.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
"Oh, sure this is standing on the beach, this is waiting, fighting.",Ses01M_script02_2_F032,Ses01M_script02_2,365.545,372.6025,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F032.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,ang
Right.,Ses01M_script02_2_M040,Ses01M_script02_2,372.415,374.07,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M040.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
This isn't anything like I thought anything would be.,Ses01M_script02_2_F033,Ses01M_script02_2,373.8803,378.52,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F033.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
I know me neither.,Ses01M_script02_2_M041,Ses01M_script02_2,378.50300000000004,381.51,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M041.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?,Ses01M_script02_2_F034,Ses01M_script02_2,382.45,394.05,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F034.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
I'm doing the best I can.,Ses01M_script02_2_M042,Ses01M_script02_2,394.55,397.9186,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M042.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
"I know that Augie, I really do.",Ses01M_script02_2_F035,Ses01M_script02_2,397.6774,403.38,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F035.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
"I just can't help wishing that I was somebody, somewhere else.",Ses01M_script02_2_F036,Ses01M_script02_2,403.7875,412.08,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F036.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
Maybe if you were with somebody else too?,Ses01M_script02_2_M043,Ses01M_script02_2,413.9173,418.25,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M043.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
I didn't say that.,Ses01M_script02_2_F037,Ses01M_script02_2,417.355,419.355,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F037.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
"No, I know but--I know I don't make you happy.",Ses01M_script02_2_M044,Ses01M_script02_2,419.26,425.97,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M044.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
Yeah?,Ses01M_script02_2_M045,Ses01M_script02_2,435.7448,437.625,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M045.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",Ses01M_script02_2_F040,Ses01M_script02_2,443.101,453.72,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F040.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
Look what we got here.,Ses01M_script02_2_M049,Ses01M_script02_2,490.98,494.4875,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M049.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,hap
It's not champagne.,Ses01M_script02_2_M050,Ses01M_script02_2,497.8775,500.04,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M050.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
I guess we don't need glasses.,Ses01M_script02_2_F044,Ses01M_script02_2,498.9575,503.29,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F044.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,hap
"Are you cold, huh?  Do you want to go home?",Ses01M_script02_2_M051,Ses01M_script02_2,509.1461,513.84,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M051.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
I'm beginning to think you might be right.  I think this might be the spot after all.,Ses01M_script02_2_F045,Ses01M_script02_2,513.809,521.44,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F045.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,hap
"Augie, I'm sorry.",Ses01M_script02_2_F046,Ses01M_script02_2,523.71,526.5919,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F046.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,sad
Shh...,Ses01M_script02_2_M052,Ses01M_script02_2,525.275,528.0391,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M052.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,hap
"If we are really quiet, the fish might come.",Ses01M_script02_2_M053,Ses01M_script02_2,528.9636,535.2345,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M053.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,hap
Or not.,Ses01M_script02_2_F047,Ses01M_script02_2,535.9982,539.3749,./dataset/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F047.wav,./dataset/IEMOCAP_full_release/Session1/dialog/avi/DivX/Ses01M_script02_2.avi,neu
